Column1,EORA_a3,Country,Year,CODE,SHORTNAME,GROUP,META_ID,name,Global.Region,Continent
2424,NER,Niger,2016,2,IPC,Prevention,163,Niger,Africa,Africa
2425,NER,Niger,2016,0,AMU Prevention,Prevention,163,Niger,Africa,Africa
2436,NGA,Nigeria,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,164,Nigeria,Africa,Africa
2446,NGA,Nigeria,2016,0,AMS and Regulation (Human),Regulation,164,Nigeria,Africa,Africa
2447,NGA,Nigeria,2016,0,AMS and Regulation (Ani&Crop),Regulation,164,Nigeria,Africa,Africa
2448,NGA,Nigeria,2016,1,Contamination Prevention,Regulation,164,Nigeria,Africa,Africa
2449,NGA,Nigeria,2016,0,NAP published,General,164,Nigeria,Africa,Africa
2451,NGA,Nigeria,2016,1,One Health Arrangements,General,164,Nigeria,Africa,Africa
2452,NGA,Nigeria,2016,3,NAP progress,General,164,Nigeria,Africa,Africa
2453,NGA,Nigeria,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,164,Nigeria,Africa,Africa
2454,NGA,Nigeria,2016,1,AMR Awareness (Human Health),Awareness and Education,164,Nigeria,Africa,Africa
2455,NGA,Nigeria,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,164,Nigeria,Africa,Africa
2456,NGA,Nigeria,2016,1,AMR Training (Human Health),Awareness and Education,164,Nigeria,Africa,Africa
2457,NGA,Nigeria,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,164,Nigeria,Africa,Africa
2458,NGA,Nigeria,2016,1,Veterinary Services,General,164,Nigeria,Africa,Africa
2459,NGA,Nigeria,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,164,Nigeria,Africa,Africa
2460,NGA,Nigeria,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,164,Nigeria,Africa,Africa
2463,NIC,Nicaragua,2016,1,One Health Arrangements,General,162,Nicaragua,Latin America,South and Central America
2464,NIC,Nicaragua,2016,2,NAP progress,General,162,Nicaragua,Latin America,South and Central America
2465,NIC,Nicaragua,2016,1,NAP published,General,162,Nicaragua,Latin America,South and Central America
2466,NIC,Nicaragua,2016,1,AMR Awareness (Human Health),Awareness and Education,162,Nicaragua,Latin America,South and Central America
2467,NIC,Nicaragua,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,162,Nicaragua,Latin America,South and Central America
2468,NIC,Nicaragua,2016,1,AMR Training (Human Health),Awareness and Education,162,Nicaragua,Latin America,South and Central America
2469,NIC,Nicaragua,2016,3,AMR Training (Animal Health and Food Prod),Awareness and Education,162,Nicaragua,Latin America,South and Central America
2470,NIC,Nicaragua,2016,1,Veterinary Services,General,162,Nicaragua,Latin America,South and Central America
2471,NIC,Nicaragua,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,162,Nicaragua,Latin America,South and Central America
2473,NIC,Nicaragua,2016,2,Contamination Prevention,Regulation,162,Nicaragua,Latin America,South and Central America
2474,NIC,Nicaragua,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,162,Nicaragua,Latin America,South and Central America
2475,NIC,Nicaragua,2016,2,IPC,Prevention,162,Nicaragua,Latin America,South and Central America
2476,NIC,Nicaragua,2016,0,AMU Prevention,Prevention,162,Nicaragua,Latin America,South and Central America
2484,NIC,Nicaragua,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,162,Nicaragua,Latin America,South and Central America
2485,NIC,Nicaragua,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,162,Nicaragua,Latin America,South and Central America
2487,NLD,Netherlands,2016,4,AMR Awareness (Animal Health and Food Prod),Awareness and Education,158,Netherlands,Western Europe,Europe
2488,NLD,Netherlands,2016,4,One Health Arrangements,General,158,Netherlands,Western Europe,Europe
2489,NLD,Netherlands,2016,4,NAP progress,General,158,Netherlands,Western Europe,Europe
2490,NLD,Netherlands,2016,1,NAP published,General,158,Netherlands,Western Europe,Europe
2491,NLD,Netherlands,2016,4,AMR Awareness (Human Health),Awareness and Education,158,Netherlands,Western Europe,Europe
2495,NLD,Netherlands,2016,3,AMR Training (Human Health),Awareness and Education,158,Netherlands,Western Europe,Europe
2496,NLD,Netherlands,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,158,Netherlands,Western Europe,Europe
2497,NLD,Netherlands,2016,4,Veterinary Services,General,158,Netherlands,Western Europe,Europe
2498,NLD,Netherlands,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,158,Netherlands,Western Europe,Europe
2499,NLD,Netherlands,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,158,Netherlands,Western Europe,Europe
2500,NLD,Netherlands,2016,4,AMR Surveillance System (Humans),Monitoring and Surveillance,158,Netherlands,Western Europe,Europe
2501,NLD,Netherlands,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,158,Netherlands,Western Europe,Europe
2502,NLD,Netherlands,2016,4,IPC,Prevention,158,Netherlands,Western Europe,Europe
2503,NLD,Netherlands,2016,4,AMU Prevention,Prevention,158,Netherlands,Western Europe,Europe
2509,NLD,Netherlands,2016,4,AMS and Regulation (Ani&Crop),Regulation,158,Netherlands,Western Europe,Europe
2510,NLD,Netherlands,2016,0,Contamination Prevention,Regulation,158,Netherlands,Western Europe,Europe
2511,NLD,Netherlands,2016,4,AMS and Regulation (Human),Regulation,158,Netherlands,Western Europe,Europe
2512,NOR,Norway,2016,4,One Health Arrangements,General,165,Norway,Western Europe,Europe
2513,NOR,Norway,2016,4,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,165,Norway,Western Europe,Europe
2514,NOR,Norway,2016,3,IPC,Prevention,165,Norway,Western Europe,Europe
2515,NOR,Norway,2016,4,AMU Prevention,Prevention,165,Norway,Western Europe,Europe
2516,NOR,Norway,2016,4,NAP progress,General,165,Norway,Western Europe,Europe
2517,NOR,Norway,2016,1,NAP published,General,165,Norway,Western Europe,Europe
2518,NOR,Norway,2016,3,AMR Awareness (Human Health),Awareness and Education,165,Norway,Western Europe,Europe
2519,NOR,Norway,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,165,Norway,Western Europe,Europe
2520,NOR,Norway,2016,4,AMR Training (Human Health),Awareness and Education,165,Norway,Western Europe,Europe
2521,NOR,Norway,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,165,Norway,Western Europe,Europe
2522,NOR,Norway,2016,4,Veterinary Services,General,165,Norway,Western Europe,Europe
2523,NOR,Norway,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,165,Norway,Western Europe,Europe
2524,NOR,Norway,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,165,Norway,Western Europe,Europe
2525,NOR,Norway,2016,4,AMR Surveillance System (Humans),Monitoring and Surveillance,165,Norway,Western Europe,Europe
2526,NOR,Norway,2016,3,Contamination Prevention,Regulation,165,Norway,Western Europe,Europe
2535,NOR,Norway,2016,3,AMS and Regulation (Human),Regulation,165,Norway,Western Europe,Europe
2536,NOR,Norway,2016,4,AMS and Regulation (Ani&Crop),Regulation,165,Norway,Western Europe,Europe
2539,NPL,Nepal,2016,1,One Health Arrangements,General,157,Nepal,Asia-Pacific,Asia
2540,NPL,Nepal,2016,2,NAP progress,General,157,Nepal,Asia-Pacific,Asia
2541,NPL,Nepal,2016,0,NAP published,General,157,Nepal,Asia-Pacific,Asia
2547,NPL,Nepal,2016,0,AMS and Regulation (Human),Regulation,157,Nepal,Asia-Pacific,Asia
2548,NPL,Nepal,2016,0,AMS and Regulation (Ani&Crop),Regulation,157,Nepal,Asia-Pacific,Asia
2549,NPL,Nepal,2016,2,Contamination Prevention,Regulation,157,Nepal,Asia-Pacific,Asia
2550,NPL,Nepal,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,157,Nepal,Asia-Pacific,Asia
2551,NPL,Nepal,2016,2,IPC,Prevention,157,Nepal,Asia-Pacific,Asia
2552,NPL,Nepal,2016,0,AMU Prevention,Prevention,157,Nepal,Asia-Pacific,Asia
2554,NPL,Nepal,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,157,Nepal,Asia-Pacific,Asia
2555,NPL,Nepal,2016,1,AMR Awareness (Human Health),Awareness and Education,157,Nepal,Asia-Pacific,Asia
2556,NPL,Nepal,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,157,Nepal,Asia-Pacific,Asia
2557,NPL,Nepal,2016,1,AMR Training (Human Health),Awareness and Education,157,Nepal,Asia-Pacific,Asia
2558,NPL,Nepal,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,157,Nepal,Asia-Pacific,Asia
2559,NPL,Nepal,2016,1,Veterinary Services,General,157,Nepal,Asia-Pacific,Asia
2560,NPL,Nepal,2016,0,Monitoring System for AMU (Human Health),Monitoring and Surveillance,157,Nepal,Asia-Pacific,Asia
2561,NPL,Nepal,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,157,Nepal,Asia-Pacific,Asia
2562,NRU,Nauru,2016,0,NAP progress,General,156,Nauru,Asia-Pacific,Australia
2563,NRU,Nauru,2016,0,One Health Arrangements,General,156,Nauru,Asia-Pacific,Australia
2565,NRU,Nauru,2016,0,NAP published,General,156,Nauru,Asia-Pacific,Australia
2566,NRU,Nauru,2016,0,AMR Awareness (Human Health),Awareness and Education,156,Nauru,Asia-Pacific,Australia
2567,NRU,Nauru,2016,0,AMR Awareness (Animal Health and Food Prod),Awareness and Education,156,Nauru,Asia-Pacific,Australia
2568,NRU,Nauru,2016,0,AMR Training (Human Health),Awareness and Education,156,Nauru,Asia-Pacific,Australia
2569,NRU,Nauru,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,156,Nauru,Asia-Pacific,Australia
2570,NRU,Nauru,2016,0,Veterinary Services,General,156,Nauru,Asia-Pacific,Australia
2571,NRU,Nauru,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,156,Nauru,Asia-Pacific,Australia
2572,NRU,Nauru,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,156,Nauru,Asia-Pacific,Australia
2573,NRU,Nauru,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,156,Nauru,Asia-Pacific,Australia
2574,NRU,Nauru,2016,0,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,156,Nauru,Asia-Pacific,Australia
2575,NRU,Nauru,2016,1,IPC,Prevention,156,Nauru,Asia-Pacific,Australia
2576,NRU,Nauru,2016,0,AMU Prevention,Prevention,156,Nauru,Asia-Pacific,Australia
2582,NRU,Nauru,2016,0,AMS and Regulation (Human),Regulation,156,Nauru,Asia-Pacific,Australia
2585,NRU,Nauru,2016,0,AMS and Regulation (Ani&Crop),Regulation,156,Nauru,Asia-Pacific,Australia
2586,NRU,Nauru,2016,1,Contamination Prevention,Regulation,156,Nauru,Asia-Pacific,Australia
2587,NZL,New Zealand,2016,4,Veterinary Services,General,161,New Zealand,Asia-Pacific,Australia
2588,NZL,New Zealand,2016,3,AMR Training (Human Health),Awareness and Education,161,New Zealand,Asia-Pacific,Australia
2589,NZL,New Zealand,2016,4,AMR Training (Animal Health and Food Prod),Awareness and Education,161,New Zealand,Asia-Pacific,Australia
2596,NZL,New Zealand,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,161,New Zealand,Asia-Pacific,Australia
2597,NZL,New Zealand,2016,4,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,161,New Zealand,Asia-Pacific,Australia
2598,NZL,New Zealand,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,161,New Zealand,Asia-Pacific,Australia
2599,NZL,New Zealand,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,161,New Zealand,Asia-Pacific,Australia
2600,NZL,New Zealand,2016,3,IPC,Prevention,161,New Zealand,Asia-Pacific,Australia
2601,NZL,New Zealand,2016,2,AMU Prevention,Prevention,161,New Zealand,Asia-Pacific,Australia
2603,NZL,New Zealand,2016,1,One Health Arrangements,General,161,New Zealand,Asia-Pacific,Australia
2604,NZL,New Zealand,2016,1,NAP progress,General,161,New Zealand,Asia-Pacific,Australia
2605,NZL,New Zealand,2016,0,NAP published,General,161,New Zealand,Asia-Pacific,Australia
2606,NZL,New Zealand,2016,1,AMR Awareness (Human Health),Awareness and Education,161,New Zealand,Asia-Pacific,Australia
2607,NZL,New Zealand,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,161,New Zealand,Asia-Pacific,Australia
2608,NZL,New Zealand,2016,4,AMS and Regulation (Ani&Crop),Regulation,161,New Zealand,Asia-Pacific,Australia
2609,NZL,New Zealand,2016,4,Contamination Prevention,Regulation,161,New Zealand,Asia-Pacific,Australia
2611,NZL,New Zealand,2016,4,AMS and Regulation (Human),Regulation,161,New Zealand,Asia-Pacific,Australia
2613,PAK,Pakistan,2016,1,NAP published,General,173,Pakistan,Asia-Pacific,Asia
2614,PAK,Pakistan,2016,1,AMR Awareness (Human Health),Awareness and Education,173,Pakistan,Asia-Pacific,Asia
2615,PAK,Pakistan,2016,2,NAP progress,General,173,Pakistan,Asia-Pacific,Asia
2618,PAK,Pakistan,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,173,Pakistan,Asia-Pacific,Asia
2619,PAK,Pakistan,2016,1,AMR Training (Human Health),Awareness and Education,173,Pakistan,Asia-Pacific,Asia
2620,PAK,Pakistan,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,173,Pakistan,Asia-Pacific,Asia
2621,PAK,Pakistan,2016,1,Veterinary Services,General,173,Pakistan,Asia-Pacific,Asia
2622,PAK,Pakistan,2016,1,Monitoring System for AMU (Human Health),Monitoring and Surveillance,173,Pakistan,Asia-Pacific,Asia
2623,PAK,Pakistan,2016,1,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,173,Pakistan,Asia-Pacific,Asia
2624,PAK,Pakistan,2016,1,AMR Surveillance System (Humans),Monitoring and Surveillance,173,Pakistan,Asia-Pacific,Asia
2626,PAK,Pakistan,2016,0,IPC,Prevention,173,Pakistan,Asia-Pacific,Asia
2627,PAK,Pakistan,2016,1,AMU Prevention,Prevention,173,Pakistan,Asia-Pacific,Asia
2629,PAK,Pakistan,2016,1,One Health Arrangements,General,173,Pakistan,Asia-Pacific,Asia
2634,PAK,Pakistan,2016,0,AMS and Regulation (Ani&Crop),Regulation,173,Pakistan,Asia-Pacific,Asia
2635,PAK,Pakistan,2016,1,Contamination Prevention,Regulation,173,Pakistan,Asia-Pacific,Asia
2637,PAK,Pakistan,2016,0,AMS and Regulation (Human),Regulation,173,Pakistan,Asia-Pacific,Asia
2638,PAN,Panama,2016,0,AMR Training (Animal Health and Food Prod),Awareness and Education,175,Panama,Latin America,South and Central America
2639,PAN,Panama,2016,1,One Health Arrangements,General,175,Panama,Latin America,South and Central America
2640,PAN,Panama,2016,3,NAP progress,General,175,Panama,Latin America,South and Central America
2641,PAN,Panama,2016,0,NAP published,General,175,Panama,Latin America,South and Central America
2642,PAN,Panama,2016,2,AMR Awareness (Human Health),Awareness and Education,175,Panama,Latin America,South and Central America
2643,PAN,Panama,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,175,Panama,Latin America,South and Central America
2644,PAN,Panama,2016,1,AMR Training (Human Health),Awareness and Education,175,Panama,Latin America,South and Central America
2647,PAN,Panama,2016,1,Veterinary Services,General,175,Panama,Latin America,South and Central America
2648,PAN,Panama,2016,3,Monitoring System for AMU (Human Health),Monitoring and Surveillance,175,Panama,Latin America,South and Central America
2650,PAN,Panama,2016,3,AMR Surveillance System (Humans),Monitoring and Surveillance,175,Panama,Latin America,South and Central America
2651,PAN,Panama,2016,1,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,175,Panama,Latin America,South and Central America
2652,PAN,Panama,2016,2,IPC,Prevention,175,Panama,Latin America,South and Central America
2653,PAN,Panama,2016,1,AMU Prevention,Prevention,175,Panama,Latin America,South and Central America
2658,PAN,Panama,2016,1,AMS and Regulation (Human),Regulation,175,Panama,Latin America,South and Central America
2659,PAN,Panama,2016,1,AMS and Regulation (Ani&Crop),Regulation,175,Panama,Latin America,South and Central America
2662,PAN,Panama,2016,2,Contamination Prevention,Regulation,175,Panama,Latin America,South and Central America
2664,PER,Peru,2016,0,Monitoring System for AMU (Animals and Crop),Monitoring and Surveillance,178,Peru,Latin America,South and Central America
2665,PER,Peru,2016,1,AMS and Regulation (Human),Regulation,178,Peru,Latin America,South and Central America
2666,PER,Peru,2016,2,AMS and Regulation (Ani&Crop),Regulation,178,Peru,Latin America,South and Central America
2667,PER,Peru,2016,0,Contamination Prevention,Regulation,178,Peru,Latin America,South and Central America
2668,PER,Peru,2016,1,One Health Arrangements,General,178,Peru,Latin America,South and Central America
2669,PER,Peru,2016,2,NAP progress,General,178,Peru,Latin America,South and Central America
2670,PER,Peru,2016,0,NAP published,General,178,Peru,Latin America,South and Central America
2671,PER,Peru,2016,1,AMR Awareness (Human Health),Awareness and Education,178,Peru,Latin America,South and Central America
2672,PER,Peru,2016,1,AMR Awareness (Animal Health and Food Prod),Awareness and Education,178,Peru,Latin America,South and Central America
2673,PER,Peru,2016,2,AMR Training (Human Health),Awareness and Education,178,Peru,Latin America,South and Central America
2674,PER,Peru,2016,1,AMR Training (Animal Health and Food Prod),Awareness and Education,178,Peru,Latin America,South and Central America
2675,PER,Peru,2016,1,Veterinary Services,General,178,Peru,Latin America,South and Central America
2676,PER,Peru,2016,4,Monitoring System for AMU (Human Health),Monitoring and Surveillance,178,Peru,Latin America,South and Central America
2677,PER,Peru,2016,2,AMU Prevention,Prevention,178,Peru,Latin America,South and Central America
2678,PER,Peru,2016,2,AMR Surveillance System (Humans),Monitoring and Surveillance,178,Peru,Latin America,South and Central America
2679,PER,Peru,2016,2,AMR Surveillance System (Animals and Foods),Monitoring and Surveillance,178,Peru,Latin America,South and Central America
2680,PER,Peru,2016,3,IPC,Prevention,178,Peru,Latin America,South and Central America
2689,PHL,Philippines,2016,2,One Health Arrangements,General,179,Philippines,Asia-Pacific,Asia
2690,PHL,Philippines,2016,2,AMU Prevention,Prevention,179,Philippines,Asia-Pacific,Asia
2691,PHL,Philippines,2016,3,NAP progress,General,179,Philippines,Asia-Pacific,Asia
2692,PHL,Philippines,2016,1,NAP published,General,179,Philippines,Asia-Pacific,Asia
2693,PHL,Philippines,2016,3,AMR Awareness (Human Health),Awareness and Education,179,Philippines,Asia-Pacific,Asia
2694,PHL,Philippines,2016,3,AMR Awareness (Animal Health and Food Prod),Awareness and Education,179,Philippines,Asia-Pacific,Asia
2695,PHL,Philippines,2016,3,AMR Training (Human Health),Awareness and Education,179,Philippines,Asia-Pacific,Asia
